date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:13:43	673/673	---M--	200	added ('OK')	application/javascript	etag:%22c2cab911a56d784dd4202e959bf290f7%22	https://www.placare.com/common/js/editabletext.js?1	www.placare.com/common/js/editabletextc4ca.js	(from https://www.placare.com/)
20:13:43	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:13:43%20GMT	http://www.placare.com/common/js/editablelink.js?1	www.placare.com/common/js/editablelinkc4ca.js	(from https://www.placare.com/)
20:13:44	2161/2161	---M--	200	added ('OK')	application/javascript	etag:%22c928ef8387eac5ea6f53cc38e1680dff%22	https://www.placare.com/common/js/editablelink.js?1	www.placare.com/common/js/editablelinkc4ca.js	(from https://www.placare.com/)
20:13:44	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:13:44%20GMT	http://www.placare.com/common/js/page_editable.js?1	www.placare.com/common/js/page_editablec4ca.js	(from https://www.placare.com/)
20:13:44	4252/4252	---M--	200	added ('OK')	application/javascript	etag:%2230bc280be124f37c2a7c5ba699b21424%22	https://www.placare.com/common/js/page_editable.js?1	www.placare.com/common/js/page_editablec4ca.js	(from https://www.placare.com/)
20:13:44	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:13:44%20GMT	http://www.placare.com/common/js/editableimage.js?1	www.placare.com/common/js/editableimagec4ca.js	(from https://www.placare.com/)
20:13:44	1975/1975	---M--	200	added ('OK')	application/javascript	etag:%22112a2d975de85c8f7dd7368328e06903%22	https://www.placare.com/common/js/editableimage.js?1	www.placare.com/common/js/editableimagec4ca.js	(from https://www.placare.com/)
20:13:45	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:13:45%20GMT	http://www.placare.com/common/js/plugins/loadingplay/fileuploader/dist/fileuploader.js?1	www.placare.com/common/js/plugins/loadingplay/fileuploader/dist/fileuploaderc4ca.js	(from https://www.placare.com/)
20:13:45	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:13:45%20GMT	http://www.placare.com/common/js/jquery.cookie.js?1	www.placare.com/common/js/jquery.cookiec4ca.js	(from https://www.placare.com/)
20:13:45	34455/34455	---M--	200	added ('OK')	application/javascript	etag:%2237f0ed70c3b231cc3e13e9af6b768652%22	https://www.placare.com/common/js/plugins/loadingplay/fileuploader/dist/fileuploader.js?1	www.placare.com/common/js/plugins/loadingplay/fileuploader/dist/fileuploaderc4ca.js	(from https://www.placare.com/)
20:13:45	3139/3139	---M--	200	added ('OK')	application/javascript	etag:%22de952eda41b0edc0b5c416ee48f7028e%22	https://www.placare.com/common/js/jquery.cookie.js?1	www.placare.com/common/js/jquery.cookiec4ca.js	(from https://www.placare.com/)
20:13:46	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:13:46%20GMT	http://www.placare.com/common/js/environment.detection.js?1	www.placare.com/common/js/environment.detectionc4ca.js	(from https://www.placare.com/)
20:13:46	1537/1537	---M--	200	added ('OK')	application/javascript	etag:%222bc7b81b4e4ea6e5bd2ab9f1b5e36230%22	https://www.placare.com/common/js/environment.detection.js?1	www.placare.com/common/js/environment.detectionc4ca.js	(from https://www.placare.com/)
20:13:47	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:13:46%20GMT	http://www.placare.com/common/js/bodegas2/bodegas.client.js?12	www.placare.com/common/js/bodegas2/bodegas.clientc20a.js	(from https://www.placare.com/)
20:13:47	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:13:47%20GMT	http://www.placare.com/common/js/parallax.min.js?1	www.placare.com/common/js/parallax.minc4ca.js	(from https://www.placare.com/)
20:13:47	6661/6661	---M--	200	added ('OK')	application/javascript	etag:%225f32e40e3b17454c4517bf6fbdcc885f%22	https://www.placare.com/common/js/parallax.min.js?1	www.placare.com/common/js/parallax.minc4ca.js	(from https://www.placare.com/)
20:13:49	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:13:48%20GMT	http://www.placare.com/common/js/jquery.ellipsis.js?1	www.placare.com/common/js/jquery.ellipsisc4ca.js	(from https://www.placare.com/)
20:13:49	262693/262693	---M--	200	added ('OK')	application/javascript	etag:%2250402d718924293801a148a6d3f4fecf%22	https://www.placare.com/common/js/bodegas2/bodegas.client.js?12	www.placare.com/common/js/bodegas2/bodegas.clientc20a.js	(from https://www.placare.com/)
20:13:49	925/925	---M--	200	added ('OK')	application/javascript	etag:%22e170878e0af3f5ae832590649ccc7adb%22	https://www.placare.com/common/js/jquery.ellipsis.js?1	www.placare.com/common/js/jquery.ellipsisc4ca.js	(from https://www.placare.com/)
20:13:49	1362/1362	---M--	200	added ('OK')	image/png	etag:%22783d4031fe50c3d83c960911e1fbc705%22	https://www.placare.com/static/fancybox/source/fancybox_sprite.png	www.placare.com/static/fancybox/source/fancybox_sprite.png	(from https://www.placare.com/static/fancybox/source/jquery.fancybox.css?1?v=2.1.5)
20:13:51	6567/6567	---M--	200	added ('OK')	image/gif	etag:%22328cc0f6c78211485058d460e80f4fa8%22	https://www.placare.com/static/fancybox/source/fancybox_loading.gif	www.placare.com/static/fancybox/source/fancybox_loading.gif	(from https://www.placare.com/static/fancybox/source/jquery.fancybox.css?1?v=2.1.5)
20:13:51	43/43	---M--	200	added ('OK')	image/gif	etag:%22325472601571f31e1bf00674c368d335%22	https://www.placare.com/static/fancybox/source/blank.gif	www.placare.com/static/fancybox/source/blank.gif	(from https://www.placare.com/static/fancybox/source/jquery.fancybox.css?1?v=2.1.5)
20:13:52	1003/1003	---M--	200	added ('OK')	image/png	etag:%2277aeaa52715b898b73c74d68c630330e%22	https://www.placare.com/static/fancybox/source/fancybox_overlay.png	www.placare.com/static/fancybox/source/fancybox_overlay.png	(from https://www.placare.com/static/fancybox/source/jquery.fancybox.css?1?v=2.1.5)
20:13:52	6553/6553	---M--	200	added ('OK')	image/png	etag:%22ed9970ce22242421e66ff150aa97fe5f%22	https://www.placare.com/static/fancybox/source/fancybox_sprite@2x.png	www.placare.com/static/fancybox/source/fancybox_sprite@2x.png	(from https://www.placare.com/static/fancybox/source/jquery.fancybox.css?1?v=2.1.5)
20:13:52	13984/13984	---M--	200	added ('OK')	image/gif	etag:%22f92938639fa894a0e8ded1c3368abe98%22	https://www.placare.com/static/fancybox/source/fancybox_loading@2x.gif	www.placare.com/static/fancybox/source/fancybox_loading@2x.gif	(from https://www.placare.com/static/fancybox/source/jquery.fancybox.css?1?v=2.1.5)
20:13:52	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:13:52%20GMT	http://www.placare.com/common/js/bodegas/dist/bodegas.client.css	www.placare.com/common/js/bodegas/dist/bodegas.client.css	(from https://www.placare.com/cambios-y-devoluciones)
20:13:53	1019/1019	---M--	200	added ('OK')	text/css	etag:%2231e61ecb26390cd8e973e5932814dd5c%22	https://www.placare.com/common/js/bodegas/dist/bodegas.client.css	www.placare.com/common/js/bodegas/dist/bodegas.client.css	(from https://www.placare.com/cambios-y-devoluciones)
20:13:53	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:13:53%20GMT	http://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/cambios-y-devoluciones)
20:13:55	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Nov%202017%2023:13:55%20GMT	https://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/cambios-y-devoluciones)
20:13:55	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:13:55%20GMT	http://www.placare.com/formulario-de-cambios-y-devoluciones	www.placare.com/formulario-de-cambios-y-devoluciones	(from https://www.placare.com/cambios-y-devoluciones)
20:13:58	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:13:58%20GMT	http://www.placare.com/static/js/frubik.js	www.placare.com/static/js/frubik.js	(from https://www.placare.com/cambios-y-devoluciones)
20:13:58	78394/78394	---MCZ	200	added ('OK')	text/html	etag:W/%22686d115e00b2ab0805dba02d75be1052cf6e3848%22	https://www.placare.com/formulario-de-cambios-y-devoluciones	www.placare.com/formulario-de-cambios-y-devoluciones.html	(from https://www.placare.com/cambios-y-devoluciones)
20:13:59	687/687	---M--	500	error ('Internal%20Server%20Error')	text/plain	date:Fri,%2017%20Nov%202017%2023:13:58%20GMT	https://www.placare.com/static/js/frubik.js	www.placare.com/static/js/frubik.js	(from https://www.placare.com/cambios-y-devoluciones)
20:13:59	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:13:59%20GMT	http://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/tiempo-de-envios)
20:13:59	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Nov%202017%2023:13:59%20GMT	https://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/tiempo-de-envios)
20:13:59	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:13:59%20GMT	http://www.placare.com/static/css/page.edit.css	www.placare.com/static/css/page.edit.css	(from https://www.placare.com/contact)
20:14:00	687/687	---M--	500	error ('Internal%20Server%20Error')	text/plain	date:Fri,%2017%20Nov%202017%2023:14:00%20GMT	https://www.placare.com/static/css/page.edit.css	www.placare.com/static/css/page.edit.css	(from https://www.placare.com/contact)
20:14:00	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:14:00%20GMT	http://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/contact)
20:14:01	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Nov%202017%2023:14:01%20GMT	https://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/contact)
20:14:01	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:14:01%20GMT	http://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/mujer)
20:14:02	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Nov%202017%2023:14:02%20GMT	https://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/mujer)
20:14:02	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:14:02%20GMT	http://www.placare.com/static/js/cart.config.js	www.placare.com/static/js/cart.config.js	(from https://www.placare.com/mujer)
20:14:02	1833/1833	---M--	200	added ('OK')	application/javascript	etag:%2243094a3680a77ea477363c2a6046d630%22	https://www.placare.com/static/js/cart.config.js	www.placare.com/static/js/cart.config.js	(from https://www.placare.com/mujer)
20:14:02	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:14:02%20GMT	http://www.placare.com/static/js/filter.js	www.placare.com/static/js/filter.js	(from https://www.placare.com/mujer)
20:14:04	818/818	---M--	200	added ('OK')	application/javascript	etag:%2202134a9d678d4baba70c429d47be9ac1%22	https://www.placare.com/static/js/filter.js	www.placare.com/static/js/filter.js	(from https://www.placare.com/mujer)
20:14:04	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:14:04%20GMT	http://www.placare.com/static/js/spec_filter.js	www.placare.com/static/js/spec_filter.js	(from https://www.placare.com/mujer)
20:14:05	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:14:05%20GMT	http://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/ballerinas-mujer)
20:14:05	55824/55824	---M--	200	added ('OK')	application/javascript	etag:%222ac465aa647f6e8f413a547185495575%22	https://www.placare.com/static/js/spec_filter.js	www.placare.com/static/js/spec_filter.js	(from https://www.placare.com/mujer)
20:14:05	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Nov%202017%2023:14:05%20GMT	https://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/ballerinas-mujer)
20:14:07	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:14:05%20GMT	http://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/botines-mujer)
20:14:07	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Nov%202017%2023:14:07%20GMT	https://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/botines-mujer)
20:14:07	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:14:07%20GMT	http://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/mocasines-mujer)
20:14:07	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Nov%202017%2023:14:07%20GMT	https://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/mocasines-mujer)
20:14:08	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:14:08%20GMT	http://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/mules-slippers-mujer)
20:14:08	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Nov%202017%2023:14:08%20GMT	https://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/mules-slippers-mujer)
20:14:08	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:14:08%20GMT	http://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/plataformas-mujer)
20:14:09	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Nov%202017%2023:14:08%20GMT	https://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/plataformas-mujer)
20:14:09	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:14:09%20GMT	http://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/playeras-mujer)
20:14:09	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Nov%202017%2023:14:09%20GMT	https://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/playeras-mujer)
20:14:09	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:14:09%20GMT	http://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/sandalias-mujer)
20:14:10	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Nov%202017%2023:14:10%20GMT	https://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/sandalias-mujer)
20:14:10	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:14:10%20GMT	http://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/zapatos-mujer)
20:14:10	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Nov%202017%2023:14:10%20GMT	https://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/zapatos-mujer)
20:14:10	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:14:10%20GMT	http://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/hombres)
20:14:11	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Nov%202017%2023:14:11%20GMT	https://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/hombres)
20:14:11	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:14:11%20GMT	http://www.placare.com/static/js/spec_filter_h.js	www.placare.com/static/js/spec_filter_h.js	(from https://www.placare.com/hombres)
20:14:11	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:14:11%20GMT	http://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/botines-hombre)
20:14:11	48100/48100	---M--	200	added ('OK')	application/javascript	etag:%2278feceadffc7064cb50f9e5654a3a70c%22	https://www.placare.com/static/js/spec_filter_h.js	www.placare.com/static/js/spec_filter_h.js	(from https://www.placare.com/hombres)
20:14:12	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Nov%202017%2023:14:12%20GMT	https://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/botines-hombre)
20:14:13	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:14:12%20GMT	http://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/formales-hombre)
20:14:13	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Nov%202017%2023:14:13%20GMT	https://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/formales-hombre)
20:14:13	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:14:13%20GMT	http://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/sandalias-hombre)
20:14:13	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Nov%202017%2023:14:13%20GMT	https://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/sandalias-hombre)
20:14:14	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:14:14%20GMT	http://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/zapatos-hombre)
20:14:14	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Nov%202017%2023:14:14%20GMT	https://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/zapatos-hombre)
20:14:14	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:14:14%20GMT	http://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/listado_productos?tag=Categoria2_Calzado_Mujer,-Categoria2_Calzado_Hombre,+Categoria3_Botines)
20:14:15	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Nov%202017%2023:14:15%20GMT	https://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/listado_productos?tag=Categoria2_Calzado_Mujer,-Categoria2_Calzado_Hombre,+Categoria3_Botines)
20:14:15	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:14:15%20GMT	http://www.placare.com/static/js/filtros.js	www.placare.com/static/js/filtros.js	(from https://www.placare.com/listado_productos?tag=Categoria2_Calzado_Mujer,-Categoria2_Calzado_Hombre,+Categoria3_Botines)
20:14:15	36374/36374	---M--	200	added ('OK')	application/javascript	etag:%224e4050bee4d6289344402221fb91ce14%22	https://www.placare.com/static/js/filtros.js	www.placare.com/static/js/filtros.js	(from https://www.placare.com/listado_productos?tag=Categoria2_Calzado_Mujer,-Categoria2_Calzado_Hombre,+Categoria3_Botines)
20:14:15	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:14:15%20GMT	http://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/listado_productos?tag=Categoria2_Calzado_Mujer,-Categoria2_Calzado_Hombre,+Color_Metalico,+Color_Dorado)
20:14:16	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Nov%202017%2023:14:16%20GMT	https://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/listado_productos?tag=Categoria2_Calzado_Mujer,-Categoria2_Calzado_Hombre,+Color_Metalico,+Color_Dorado)
20:14:16	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:14:16%20GMT	http://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/listado_productos?tag=Categoria2_Calzado_Mujer,-Categoria2_Calzado_Hombre,+Categoria3_Mule,+Categoria3_Plataformas)
20:14:17	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Nov%202017%2023:14:17%20GMT	https://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/listado_productos?tag=Categoria2_Calzado_Mujer,-Categoria2_Calzado_Hombre,+Categoria3_Mule,+Categoria3_Plataformas)
20:14:17	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:14:17%20GMT	http://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/listado_productos_hombre?tag=Categoria2_Calzado_Hombre,-Categoria2_Calzado_Mujer)
20:14:17	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Nov%202017%2023:14:17%20GMT	https://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/listado_productos_hombre?tag=Categoria2_Calzado_Hombre,-Categoria2_Calzado_Mujer)
20:14:17	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:14:17%20GMT	http://www.placare.com/static/js/filtros_h.js	www.placare.com/static/js/filtros_h.js	(from https://www.placare.com/listado_productos_hombre?tag=Categoria2_Calzado_Hombre,-Categoria2_Calzado_Mujer)
20:14:18	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:14:18%20GMT	http://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/listado_productos?tag=Categoria2_Calzado_Mujer,-Categoria2_Calzado_Hombre,+Categoria3_Sandalias)
20:14:18	37721/37721	---M--	200	added ('OK')	application/javascript	etag:%22c338728fcc41c51b2b71b2296dc34d89%22	https://www.placare.com/static/js/filtros_h.js	www.placare.com/static/js/filtros_h.js	(from https://www.placare.com/listado_productos_hombre?tag=Categoria2_Calzado_Hombre,-Categoria2_Calzado_Mujer)
20:14:18	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Nov%202017%2023:14:18%20GMT	https://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/listado_productos?tag=Categoria2_Calzado_Mujer,-Categoria2_Calzado_Hombre,+Categoria3_Sandalias)
20:14:18	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:14:18%20GMT	http://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/listado_productos?tag=Categoria2_Calzado_Mujer,-Categoria2_Calzado_Hombre,+Categoria4_Fiesta)
20:14:19	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Nov%202017%2023:14:19%20GMT	https://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/listado_productos?tag=Categoria2_Calzado_Mujer,-Categoria2_Calzado_Hombre,+Categoria4_Fiesta)
20:14:19	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:14:19%20GMT	http://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/listado_productos?tag=Categoria2_Calzado_Mujer,-Categoria2_Calzado_Hombre,+Marca_Lola_Canales)
20:14:20	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Nov%202017%2023:14:20%20GMT	https://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/listado_productos?tag=Categoria2_Calzado_Mujer,-Categoria2_Calzado_Hombre,+Marca_Lola_Canales)
20:14:20	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:14:20%20GMT	http://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/listado_productos?tag=Categoria2_Calzado_Mujer,-Categoria2_Calzado_Hombre,+Marca_Eda_Manzini)
20:14:20	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Nov%202017%2023:14:20%20GMT	https://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/listado_productos?tag=Categoria2_Calzado_Mujer,-Categoria2_Calzado_Hombre,+Marca_Eda_Manzini)
20:14:20	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:14:20%20GMT	http://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/listado_productos?tag=Categoria2_Calzado_Mujer,-Categoria2_Calzado_Hombre,+Marca_Degas)
20:14:21	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Nov%202017%2023:14:21%20GMT	https://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/listado_productos?tag=Categoria2_Calzado_Mujer,-Categoria2_Calzado_Hombre,+Marca_Degas)
20:14:21	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:14:21%20GMT	http://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/condiciones-de-envio)
20:14:21	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Nov%202017%2023:14:21%20GMT	https://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/condiciones-de-envio)
20:14:21	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:14:21%20GMT	http://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/terminos-de-servicio)
20:14:22	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Nov%202017%2023:14:22%20GMT	https://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/terminos-de-servicio)
20:14:22	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:14:22%20GMT	http://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/politicas-de-privacidad)
20:14:22	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Nov%202017%2023:14:22%20GMT	https://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/politicas-de-privacidad)
20:14:23	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:14:23%20GMT	http://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/listado_productos?tag=Categoria3_Zapatos,Marca_Degas)
20:14:23	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Nov%202017%2023:14:23%20GMT	https://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/listado_productos?tag=Categoria3_Zapatos,Marca_Degas)
20:14:23	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:14:23%20GMT	http://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/mujeres)
